,player_name,date,event,category,event_round,result,opponent,score,average
19262,Vincent Kamphuis,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 128,Lost,Peter Wright,1 V 6,79.81
19263,Vincent Kamphuis,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 128,Lost,Diogo Portela,2 V 6,86.23
19264,Vincent Kamphuis,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 128,Lost,Michael Smith,1 V 6,81.20
19265,Vincent Kamphuis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 32,Lost,Stephen Bunting,4 V 6,87.96
19266,Vincent Kamphuis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 64,Won,Johnny Clayton,6 V 4,89.05
19267,Vincent Kamphuis,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 128,Won,Jim Brown,6 V 4,87.88
19268,Vincent Kamphuis,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 64,Lost,Jermaine Wattimena,4 V 6,101.55
19269,Vincent Kamphuis,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 128,Won,Ben Burton,6 V 4,86.53
19270,Vincent Kamphuis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 32,Lost,Alan Tabern,2 V 6,82.72
19271,Vincent Kamphuis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 64,Won,Justin Pipe,6 V 4,88.80
19272,Vincent Kamphuis,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 128,Won,Ryan Meikle,6 V 3,92.76
19273,Vincent Kamphuis,11/03/2018,PDPA Players Championship Barnsley 4,PDC Pro Tour,Last 128,Lost,Jelle Klaasen,1 V 6,92.70
19274,Vincent Kamphuis,10/03/2018,PDPA Players Championship Barnsley 3,PDC Pro Tour,Last 128,Lost,Max Hopp,5 V 6,80.86
19275,Vincent Kamphuis,02/03/2018,UK Open,PDC Premier,Last 96,Lost,Kirk Shepherd,3 V 6,86.52
19276,Vincent Kamphuis,18/02/2018,PDPA Players Championship Barnsley 2,PDC Pro Tour,Last 128,Lost,Ian White,4 V 6,95.27
19277,Vincent Kamphuis,17/02/2018,PDPA Players Championship Barnsley 1,PDC Pro Tour,Last 64,Lost,Michael Smith,5 V 6,89.87
19278,Vincent Kamphuis,17/02/2018,PDPA Players Championship Barnsley 1,PDC Pro Tour,Last 128,Won,Sven Groen,6 V 4,85.94
19279,Vincent Kamphuis,11/02/2018,UK Open Qualifier 6,PDC Pro Tour,Last 256,Lost,Adam Hunt,3 V 6,84.85
19280,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Quarter Final,Lost,Kim Huybrechts,4 V 6,93.74
19281,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 16,Won,Martin Schindler,6 V 2,95.31
19282,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 32,Won,Darren Webster,6 V 3,95.18
19283,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 64,Won,Adam Hunt,6 V 5,91.43
19284,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 128,Won,Alan Tabern,6 V 4,86.96
19285,Vincent Kamphuis,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 256,Won,Curtis Hammond,6 V 2,99.17
19286,Vincent Kamphuis,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Last 256,Lost,Mark Lawrence,3 V 6,88.74
19287,Vincent Kamphuis,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 256,Lost,Barrie Bates,0 V 6,89.35
19288,Vincent Kamphuis,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 256,Lost,Andy Jenkins,5 V 6,90.77
19289,Vincent Kamphuis,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Preliminary,Won,Tytus Kanik,6 V 0,100.20
19290,Vincent Kamphuis,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 256,Lost,Phill Borthwick,4 V 6,95.11
19291,Vincent Kamphuis,26/11/2016,Players Championship Finals,PDC Premier,Last 32,Lost,Jelle Klaasen,2 V 6,88.89
19292,Vincent Kamphuis,25/11/2016,Players Championship Finals,PDC Premier,Last 64,Won,James Wilson,6 V 2,93.51
19293,Vincent Kamphuis,10/09/2016,PDC European Darts Trophy,PDC ET,Last 32,Lost,Mensur Suljovic,0 V 6,84.68
19294,Vincent Kamphuis,09/09/2016,PDC European Darts Trophy,PDC ET,Last 48,Won,Ronny Huybrechts,6 V 5,93.25
19295,Vincent Kamphuis,02/09/2016,PDC International Darts Open,PDC ET,Last 48,Lost,Kyle Anderson,2 V 6,78.71
19296,Peter Machin,03/06/2018,BDO World Trophy,BDO 0,Quarter Final,Lost,Michael Unterbuchner,1 V 7,91.87
19297,Peter Machin,02/06/2018,BDO World Trophy,BDO 0,Last 16,Won,Wesley Harms,6 V 5,90.36
19298,Peter Machin,30/05/2018,BDO World Trophy,BDO 0,Last 32,Won,James Hurrell,6 V 3,89.17
19299,Peter Machin,14/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Won,Robbie Green,5 V 3,79.53
19300,Peter Machin,12/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Lost,James Wade,1 V 5,85.12
19301,Peter Machin,11/11/2017,Grand Slam Of Darts,PDC Premier,Last 32 Group,Lost,Phil Taylor,1 V 5,85.82
19302,Peter Machin,29/05/2017,BDO World Trophy,WDF U,Final,Won,Martin Phillips,10 V 8,91.08
19303,Peter Machin,29/05/2017,BDO World Trophy,WDF U,Semi Final,Won,Wesley Harms,8 V 6,90.57
19304,Peter Machin,29/05/2017,BDO World Trophy,WDF U,Quarter Final,Won,Martin Adams,7 V 4,100.29
19305,Peter Machin,28/05/2017,BDO World Trophy,WDF U,Last 16,Won,Scott Mitchell,6 V 3,90.60
19306,Peter Machin,27/05/2017,BDO World Trophy,WDF U,Last 32,Won,Geert de Vos,6 V 3,88.80
19307,Peter Machin,30/05/2016,BDO World Trophy,WDF U,Final,Lost,Darryl Fitton,9 V 13,81.18
19308,Peter Machin,30/05/2016,BDO World Trophy,WDF U,Semi Final,Won,Dean Reynolds,11 V 9,86.49
19309,Peter Machin,30/05/2016,BDO World Trophy,WDF U,Quarter Final,Won,Scott Waites,8 V 4,92.19
19310,Peter Machin,29/05/2016,BDO World Trophy,WDF U,Last 16,Won,Tony O Shea,7 V 6,87.54
19311,Peter Machin,28/05/2016,BDO World Trophy,WDF U,Last 32,Won,Jim Williams,6 V 4,94.32
19312,Peter Machin,05/10/2013,WDF World Cup Singles,WDF Major,Last 16,Lost,Wayne Warren,2 V 4,81.75
19313,Peter Machin,05/10/2013,WDF World Cup Singles,WDF Major,Last 32,Won,Hiroaki Shimizu,4 V 1,75.48
19314,Peter Machin,28/07/2012,Australia National Championships,NAT,Final,Lost,Justin Miles,4 V 6,80.37
19315,Peter Machin,28/07/2012,Australia National Championships,NAT,Semi Final,Won,Michael Mullaney,5 V 2,82.92
19316,Peter Machin,28/07/2012,Australia National Championships,NAT,Quarter Final,Won,Gary Kennedy,4 V 2,72.60
19317,Peter Machin,12/02/2012,West Coast Classic,WDF 3,Quarter Final,Lost,Kyle Anderson,3 V 5,83.97
19318,Peter Machin,29/07/2011,Australia National Championships,NAT,Quarter Final,Lost,Rob Modra,0 V 4,87.66
19319,Peter Machin,25/07/2009,Pacific Masters,WDF 2,Quarter Final,Lost,Anthony Fleet,1 V 4,91.98
19320,Marko Kantele,02/06/2018,PDC World Cup of Darts,PDC U,Last 16 Sub Match,Lost,Kim Huybrechts,0 V 4,75.91
19321,Marko Kantele,24/03/2018,PDC European Darts Open,PDC ET,Last 32,Lost,Dave Chisnall,1 V 6,77.90
19322,Marko Kantele,23/03/2018,PDC European Darts Open,PDC ET,Last 48,Won,Vincent van der Voort,6 V 4,90.08
19323,Marko Kantele,11/02/2018,UK Open Qualifier 6,PDC Pro Tour,Last 256,Lost,James Richardson,2 V 6,81.56
19324,Marko Kantele,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 128,Lost,Steve West,4 V 6,79.82
19325,Marko Kantele,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 256,Won,Bradley Williams,6 V 2,86.06
19326,Marko Kantele,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Last 256,Lost,Peter Jacques,4 V 6,90.73
19327,Marko Kantele,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 64,Lost,Keegan Brown,1 V 6,90.83
19328,Marko Kantele,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 128,Won,Benito van de Pas,6 V 3,88.65
19329,Marko Kantele,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Last 256,Won,Kirk Shepherd,6 V 3,91.55
19330,Marko Kantele,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Preliminary,Lost,Jeffrey de Zwaan,2 V 6,82.28
19331,Marko Kantele,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 256,Lost,Andrew Gilding,4 V 6,83.37
19332,Marko Kantele,19/12/2017,PDC World Championship,PDC WC,Last 64,Lost,John Henderson,0 V 3,87.21
19333,Marko Kantele,10/06/2017,PDC European Matchplay,PDC ET,Last 32,Lost,Alan Norris,3 V 6,79.75
19334,Marko Kantele,09/06/2017,PDC European Matchplay,PDC ET,Last 48,Won,Antonio Alcinas,6 V 5,81.23
19335,Marko Kantele,21/04/2017,PDC German Open,PDC ET,Last 48,Lost,Warrick Scheffer,3 V 6,82.06
19336,Marko Kantele,23/12/2008,PDC World Championship,PDC WC,Last 64,Lost,Ronnie Baxter,1 V 3,83.84
19337,Marko Kantele,22/12/2008,PDC World Championship,PDC WC,Last 70,Won,Lourence Ilagan,5 V 2,89.95
19338,Marko Kantele,31/05/2008,Nordic Cup,WDF U,Semi Final,Lost,Markus Korhonen,2 V 4,84.21
19339,Marko Kantele,31/05/2008,Nordic Cup,WDF U,Quarter Final,Won,Magnus Caris,4 V 2,84.00
19340,Marko Kantele,31/05/2008,Nordic Cup,WDF U,Last 16,Won,Tomas Sakys,4 V 2,76.50
19341,Marko Kantele,31/05/2008,Nordic Cup,WDF U,Last 32,Won,Raido Kadopa,4 V 0,87.12
19342,Marko Kantele,31/05/2008,Nordic Cup,WDF U,Last 64,Won,Par Riihonen,4 V 2,87.15
19343,Marko Kantele,02/03/2008,Finnish Open,WDF 3,Quarter Final,Lost,Robert Wagner,0 V 4,78.57
19344,Marko Kantele,11/03/2007,Finnish Open,WDF 3,Quarter Final,Lost,Dietmar Burger,2 V 4,88.08
19345,Marko Kantele,23/09/2006,WDF Europe Cup Singles,WDF 2,Last 32,Lost,Co Stompe,1 V 4,94.17
19346,Marko Kantele,23/09/2006,WDF Europe Cup Singles,WDF 2,Last 64,Won,Michel Boulet,4 V 1,80.64
19347,Marko Kantele,11/09/2005,World Darts Trophy,WDF Major,Last 32,Lost,Vincent van der Voort,1 V 3,88.29
19348,Marko Kantele,15/05/2005,International Darts League,WDF Major,Last 32 Group,Lost,Martin Atkins,3 V 6,84.66
19349,Marko Kantele,15/05/2005,International Darts League,WDF Major,Last 32 Group,Lost,Raymond van Barneveld,1 V 6,73.35
19350,Marko Kantele,15/05/2005,International Darts League,WDF Major,Last 32 Group,Won,Mario Robbe,6 V 5,76.38
19351,Marko Kantele,09/01/2005,BDO World Championship,WDF WC,Last 16,Lost,Simon Whitlock,1 V 3,82.29
19352,Marko Kantele,09/01/2005,BDO World Championship,WDF WC,Last 32,Won,Tony O Shea,3 V 1,85.26
19353,Marko Kantele,24/10/2004,World Masters,WDF Major,Last 16,Lost,Martin Atkins,1 V 3,85.53
19354,Marko Kantele,12/09/2004,World Darts Trophy,WDF Major,Last 32,Lost,Robert Wagner,2 V 3,82.59
19355,Marko Kantele,01/10/2003,WDF World Cup Singles,WDF 1,Quarter Final,Lost,Richie Davies,3 V 4,84.99
19356,Marko Kantele,01/10/2003,WDF World Cup Singles,WDF 1,Last 16,Won,Co Stompe,4 V 1,90.99
19357,Marko Kantele,06/12/1997,World Masters,WDF Major,Last 16,Lost,Mark Day,1 V 2,92.37
19358,Richard Veenstra,12/01/2018,BDO World Championship,WDF WC,Quarter Final,Lost,Michael Unterbuchner,4 V 5,89.66
19359,Richard Veenstra,11/01/2018,BDO World Championship,WDF WC,Last 16,Won,Geert de Vos,4 V 0,90.85
19360,Richard Veenstra,09/01/2018,BDO World Championship,WDF WC,Last 32,Won,Kyle McKinstry,3 V 2,91.88
19361,Richard Veenstra,27/05/2017,BDO World Trophy,WDF U,Last 32,Lost,Andy Fordham,3 V 6,87.42
19362,Richard Veenstra,12/01/2017,BDO World Championship,WDF WC,Last 16,Lost,Danny Noppert,0 V 4,87.93
19363,Richard Veenstra,10/01/2017,BDO World Championship,WDF WC,Last 32,Won,Ross Montgomery,3 V 1,91.47
19364,Richard Veenstra,02/12/2016,World Masters,WDF Major,Last 32,Lost,Alan Soutar,1 V 3,84.24
19365,Richard Veenstra,29/05/2016,BDO World Trophy,WDF U,Last 32,Lost,Tony O Shea,4 V 6,79.80
19366,Richard Veenstra,09/01/2016,BDO World Championship,WDF WC,Semi Final,Lost,Jeff Smith,5 V 6,89.37
19367,Richard Veenstra,08/01/2016,BDO World Championship,WDF WC,Quarter Final,Won,Scott Mitchell,5 V 3,89.76
19368,Richard Veenstra,07/01/2016,BDO World Championship,WDF WC,Last 16,Won,Martin Atkins,4 V 0,91.20
19369,Richard Veenstra,04/01/2016,BDO World Championship,WDF WC,Last 32,Won,Jeffrey de Graaf,3 V 2,89.46
19370,Richard Veenstra,10/10/2015,World Masters,WDF Major,Last 16,Lost,Scott Waites,0 V 3,82.38
19371,Richard Veenstra,09/10/2015,World Masters,WDF Major,Last 32,Won,Geert de Vos,3 V 2,90.66
19372,Richard Veenstra,13/09/2015,England Classic,WDF U,Quarter Final,Lost,Glen Durrant,4 V 5,93.99
19373,Scott Taylor,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 32,Lost,Joe Cullen,2 V 6,91.95
19374,Scott Taylor,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 64,Won,Jelle Klaasen,6 V 3,88.31
19375,Scott Taylor,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 128,Won,Steve Hine,6 V 3,92.16
19376,Scott Taylor,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 64,Lost,Jarred Cole,5 V 6,85.14
19377,Scott Taylor,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 128,Won,Andrew Gilding,6 V 4,80.37
19378,Scott Taylor,23/06/2018,PDC Danish Open,PDC ET,Last 32,Lost,Michael van Gerwen,2 V 6,85.66
19379,Scott Taylor,22/06/2018,PDC Danish Open,PDC ET,Last 48,Won,Robert Thornton,6 V 5,82.53
19380,Scott Taylor,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 128,Lost,Dawson Murschell,5 V 6,87.34
19381,Scott Taylor,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 128,Lost,Luke Humphries,1 V 6,76.29
19382,Scott Taylor,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 36,Lost,Luke Humphries,4 V 6,90.37
19383,Scott Taylor,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 72,Won,John Part,6 V 2,91.77
19384,Scott Taylor,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 144,Won,Dave Pallett,6 V 4,89.71
19385,Scott Taylor,15/06/2018,PDC German Darts Championship UK Qualifier,PDC QU,Last 144,Lost,Jamie Caven,1 V 6,88.54
19386,Scott Taylor,20/05/2018,PDPA Players Championship Milton Keynes 12,PDC Pro Tour,Last 128,Lost,Zoran Lerchbacher,5 V 6,79.89
19387,Scott Taylor,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 128,Lost,Darren Webster,1 V 6,84.83
19388,Scott Taylor,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 36,Won,Nathan Aspinall,6 V 2,97.59
19389,Scott Taylor,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 72,Won,Adrian Gray,6 V 3,89.48
19390,Scott Taylor,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Preliminary,Won,Eddie Dootson,6 V 3,86.69
19391,Scott Taylor,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 72,Lost,Steve Lennon,5 V 6,98.01
19392,Scott Taylor,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 64,Lost,Keegan Brown,1 V 6,91.94
19393,Scott Taylor,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 128,Won,James Richardson,6 V 3,92.39
19394,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Final,Lost,Michael van Gerwen,4 V 6,92.70
19395,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Semi Final,Won,Jason Lowe,6 V 3,93.68
19396,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Quarter Final,Won,Gary Anderson,6 V 4,97.22
19397,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 16,Won,Steve West,6 V 1,107.97
19398,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 32,Won,Steve Beaton,6 V 4,96.74
19399,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 64,Won,Wayne Jones,6 V 1,83.02
19400,Scott Taylor,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 128,Won,Davy van Baelen,6 V 4,93.28
19401,Scott Taylor,21/04/2018,PDC Austrian Darts Open,PDC ET,Last 32,Lost,Gerwyn Price,2 V 6,88.51
19402,Scott Taylor,20/04/2018,PDC Austrian Darts Open,PDC ET,Last 48,Won,Simeon Heinz,6 V 1,91.57
19403,Scott Taylor,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 128,Lost,Gary Eastwood,5 V 6,86.38
19404,Scott Taylor,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 128,Lost,Devon Petersen,2 V 6,72.09
19405,Scott Taylor,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Last 72,Lost,Steve Beaton,2 V 6,87.68
19406,Scott Taylor,06/04/2018,PDC European Darts Grand Prix UK Qualifier,PDC QU,Last 72,Lost,Stephen Bunting,4 V 6,90.39
19407,Scott Taylor,31/03/2018,PDC German Darts Grand Prix,PDC ET,Last 48,Lost,Ryan Meikle,2 V 6,80.61
19408,Scott Taylor,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 64,Lost,Kyle Anderson,3 V 6,84.87
19409,Scott Taylor,18/03/2018,PDPA Players Championship Milton Keynes 6,PDC Pro Tour,Last 128,Won,Ryan Meikle,6 V 2,90.12
19410,Scott Taylor,17/03/2018,PDPA Players Championship Milton Keynes 5,PDC Pro Tour,Last 128,Lost,John Henderson,3 V 6,80.73
19411,Scott Taylor,11/03/2018,PDPA Players Championship Barnsley 4,PDC Pro Tour,Last 128,Lost,Kirk Shepherd,2 V 6,86.50
19412,Scott Taylor,10/03/2018,PDPA Players Championship Barnsley 3,PDC Pro Tour,Last 128,Lost,Paul Nicholson,1 V 6,78.74
19413,Scott Taylor,09/03/2018,PDC Austrian Darts Open UK Qualifier,PDC QU,Last 36,Won,Chris Dobey,6 V 5,90.83
19414,Scott Taylor,09/03/2018,PDC Austrian Darts Open UK Qualifier,PDC QU,Last 72,Won,Arron Monk,6 V 4,86.45
19415,Scott Taylor,09/03/2018,PDC Austrian Darts Open UK Qualifier,PDC QU,Preliminary,Won,Jamie Hughes,6 V 5,94.79
19416,Scott Taylor,09/03/2018,PDC German Open UK Qualifier,PDC QU,Preliminary,Lost,Matt Edgar,2 V 6,85.77
19417,Scott Taylor,18/02/2018,PDPA Players Championship Barnsley 2,PDC Pro Tour,Last 128,Lost,Mario Robbe,1 V 6,73.88
19418,Scott Taylor,17/02/2018,PDPA Players Championship Barnsley 1,PDC Pro Tour,Last 128,Lost,George Killington,4 V 6,82.80
19419,Scott Taylor,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Last 36,Won,Ryan Searle,6 V 5,92.98
19420,Scott Taylor,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Last 72,Won,Justin Pipe,6 V 4,81.40
19421,Scott Taylor,16/02/2018,PDC German Darts Grand Prix UK Qualifier,PDC QU,Preliminary,Won,Matt Padgett,6 V 1,84.96
19422,Scott Taylor,16/02/2018,PDC European Darts Open UK Qualifier,PDC QU,Preliminary,Lost,Cameron Menzies,2 V 6,85.01
19423,Scott Taylor,11/02/2018,UK Open Qualifier 6,PDC Pro Tour,Last 256,Lost,Leo Hendriks,3 V 6,80.89
19424,Scott Taylor,10/02/2018,UK Open Qualifier 5,PDC Pro Tour,Last 256,Lost,Diogo Portela,3 V 6,88.79
19425,Scott Taylor,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Last 256,Lost,Martin Schindler,2 V 6,93.90
19426,Scott Taylor,09/02/2018,UK Open Qualifier 4,PDC Pro Tour,Preliminary,Won,Steve Lennon,6 V 2,97.91
19427,Scott Taylor,04/02/2018,UK Open Qualifier 3,PDC Pro Tour,Preliminary,Lost,Darren Layden,5 V 6,88.50
19428,Scott Taylor,03/02/2018,UK Open Qualifier 2,PDC Pro Tour,Last 256,Lost,Brian Raman,2 V 6,75.63
19429,Scott Taylor,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 64,Lost,Johnny Clayton,1 V 6,89.38
19430,Scott Taylor,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 128,Won,Ricky Williams,6 V 4,90.18
19431,Scott Taylor,02/02/2018,UK Open Qualifier 1,PDC Pro Tour,Last 256,Won,Ian Jones,6 V 2,85.27
19432,Scott Taylor,15/10/2016,PDC German Darts Championship,PDC ET,Last 32,Lost,Alan Norris,1 V 6,82.35
19433,Scott Taylor,14/10/2016,PDC German Darts Championship,PDC ET,Last 48,Won,Andy Boulton,6 V 3,90.00
19434,Scott Taylor,16/09/2016,PDC European Darts Grand Prix,PDC ET,Last 48,Lost,Alan Tabern,2 V 6,80.55
19435,Steve Hine,27/06/2018,PDPA Players Championship Barnsley 16,PDC Pro Tour,Last 128,Lost,Scott Taylor,3 V 6,87.22
19436,Steve Hine,26/06/2018,PDPA Players Championship Barnsley 15,PDC Pro Tour,Last 128,Lost,Stephen Bunting,5 V 6,86.59
19437,Steve Hine,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 32,Lost,Dave Chisnall,1 V 6,82.37
19438,Steve Hine,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 64,Won,Tony Newell,6 V 4,85.94
19439,Steve Hine,17/06/2018,PDPA Players Championship Wigan 14,PDC Pro Tour,Last 128,Won,Steve Beaton,6 V 3,84.75
19440,Steve Hine,16/06/2018,PDPA Players Championship Wigan 13,PDC Pro Tour,Last 128,Lost,Brendan Dolan,3 V 6,89.65
19441,Steve Hine,15/06/2018,PDC European Matchplay UK Qualifier,PDC QU,Last 72,Lost,Ricky Evans,0 V 6,81.20
19442,Steve Hine,15/06/2018,PDC German Darts Championship UK Qualifier,PDC QU,Last 72,Lost,Kyle Anderson,3 V 6,87.25
19443,Steve Hine,20/05/2018,PDPA Players Championship Milton Keynes 12,PDC Pro Tour,Last 128,Lost,Ricky Evans,4 V 6,92.15
19444,Steve Hine,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 64,Lost,Gabriel Clemens,1 V 6,84.75
19445,Steve Hine,19/05/2018,PDPA Players Championship Milton Keynes 11,PDC Pro Tour,Last 128,Won,Antonio Alcinas,6 V 3,94.00
19446,Steve Hine,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Last 72,Lost,Paul Rowley,2 V 6,87.98
19447,Steve Hine,18/05/2018,PDC Danish Open UK Qualifier,PDC QU,Preliminary,Won,Ross Twell,6 V 1,85.55
19448,Steve Hine,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 36,Lost,Michael Barnard,4 V 6,92.33
19449,Steve Hine,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Last 72,Won,Barry Lynn,6 V 5,96.46
19450,Steve Hine,18/05/2018,PDC Gibraltar Darts Trophy UK Qualifier,PDC QU,Preliminary,Won,Dave Prins,6 V 2,88.29
19451,Steve Hine,04/05/2018,PDC European Darts Grand Prix,PDC ET,Last 48,Lost,Madars Razma,4 V 6,88.05
19452,Steve Hine,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 64,Lost,Adrian Lewis,4 V 6,86.39
19453,Steve Hine,29/04/2018,PDPA Players Championship Wigan 10,PDC Pro Tour,Last 128,Won,Aden Kirk,6 V 5,88.35
19454,Steve Hine,28/04/2018,PDPA Players Championship Wigan 9,PDC Pro Tour,Last 128,Lost,Dawson Murschell,3 V 6,89.32
19455,Steve Hine,08/04/2018,PDPA Players Championship Barnsley 8,PDC Pro Tour,Last 128,Lost,Benito van de Pas,4 V 6,76.75
19456,Steve Hine,07/04/2018,PDPA Players Championship Barnsley 7,PDC Pro Tour,Last 128,Lost,Ricky Evans,0 V 6,84.83
19457,Steve Hine,06/04/2018,PDC Dutch Darts Masters UK Qualifier,PDC QU,Preliminary,Lost,Stuart Kellett,4 V 6,89.92
